DO,pH,ORP,Cond,Temp,WQI,Status
8.072844925,13.40943905,-0.30041456,28.82449,26.247803,55.31936186,Very Poor
8.104518261,12.96935375,-0.17727149,297.07205,26.03183,52.4849389,Very Poor
8.072176028,12.98219902,-0.30055976,28.831514,26.25238,52.0515441,Very Poor
8.10441952,12.71508378,-0.17648113,297.08643,26.032501,50.54362117,Very Poor
8.072483647,12.9773967,-0.30062234,28.837784,26.250275,52.01323556,Very Poor
8.103485485,13.28864651,-0.17607737,297.17468,26.038849,54.9390013,Very Poor
8.071417954,13.58294252,-0.30042303,28.841076,26.257568,56.65281142,Very Poor
8.103269954,12.71924985,-0.17543232,297.1483,26.040314,50.58568476,Very Poor
8.070495078,13.64878878,-0.3004148,28.84848,26.263885,57.16044296,Very Poor
8.102170238,12.68385478,-0.17476964,297.16202,26.04779,50.32271816,Very Poor
8.069772771,13.05933552,-0.30036235,28.856676,26.26883,52.65246821,Very Poor
8.102349681,12.83478342,-0.17457342,297.2317,26.04657,51.47812336,Very Poor
8.069826374,13.44217606,-0.30038583,28.85789,26.268463,55.58203182,Very Poor
8.101896379,13.32586088,-0.17399979,297.2899,26.049652,55.24124108,Very Poor
8.069318265,13.28666126,-0.3003062,28.865046,26.271942,54.39431026,Very Poor
8.101070636,12.80472249,-0.17335558,297.35022,26.055267,51.25966491,Very Poor
8.068814738,13.22676835,-0.30018854,28.871498,26.27539,53.93857448,Very Poor
8.100747438,12.84260905,-0.17298639,297.3039,26.057465,51.55287341,Very Poor
8.068654112,13.41803222,-0.3000151,28.877266,26.27649,55.40389502,Very Poor
8.100383977,12.8643025,-0.17275703,297.32367,26.059937,51.72156578,Very Poor
8.06838252,13.43647517,-0.29987633,28.883259,26.27835,55.54686108,Very Poor
8.100025102,13.23519872,-0.17247951,297.36206,26.062378,54.56296804,Very Poor
8.06849831,12.72981659,-0.29979444,28.890144,26.277557,50.13873878,Very Poor
8.100002756,12.61872419,-0.17218852,297.36487,26.06253,49.84669828,Very Poor
8.068057069,13.78351633,-0.2997657,28.900013,26.280579,58.20467209,Very Poor
8.099195135,12.87785611,-0.17194879,297.39066,26.068024,51.83433982,Very Poor
8.067277336,13.01077802,-0.29969,28.906116,26.28592,52.29435812,Very Poor
8.099352121,12.77007893,-0.17148936,297.3861,26.066956,51.01135278,Very Poor
8.067063629,12.80877054,-0.29967093,28.907991,26.287384,50.74933266,Very Poor
8.09872421,13.60088766,-0.17134452,297.36395,26.071228,57.37285043,Very Poor
8.066551298,13.74682394,-0.29965568,28.919088,26.290894,57.93042723,Very Poor
8.09872421,12.64572171,-0.1713028,297.34592,26.071228,50.06313046,Very Poor
8.067094867,13.07292733,-0.29961002,28.921625,26.28717,52.77114279,Very Poor
8.098334014,13.30609174,-0.17134058,297.39102,26.073883,55.11832871,Very Poor
8.065838801,13.00617643,-0.2995503,28.927448,26.295776,52.26559829,Very Poor
8.098298156,12.82754919,-0.17141771,297.367,26.074127,51.45574239,Very Poor
8.065923297,13.67513882,-0.299644,28.933716,26.295197,57.38437103,Very Poor
8.097961779,13.78854927,-0.1711551,297.43002,26.076416,58.81307654,Very Poor
8.065486971,12.71987938,-0.29928303,28.933249,26.298187,50.07737727,Very Poor
8.097482017,13.71475271,-0.1711055,297.39624,26.079681,58.2504765,Very Poor
8.06572731,13.75842447,-0.2992432,28.940393,26.29654,58.02468588,Very Poor
8.097159068,13.59912039,-0.1713599,297.4172,26.081879,57.3654539,Very Poor
8.064823514,13.20740272,-0.29905236,28.945219,26.302734,53.81229147,Very Poor
8.096733158,12.9187324,-0.17130065,297.4505,26.084778,52.1604105,Very Poor
8.065446843,13.57397711,-0.29892504,28.939825,26.298462,56.61591635,Very Poor
8.096777965,13.36036261,-0.17175901,297.4202,26.084473,55.53760022,Very Poor
8.063746019,12.79725606,-0.29873824,28.946514,26.31012,50.67937251,Very Poor
8.096092089,13.58197792,-0.17199135,297.5037,26.089142,57.23511282,Very Poor
8.06383952,13.34934721,-0.2985549,28.950289,26.309479,54.90517094,Very Poor
8.095639398,13.49120179,-0.17225695,297.52676,26.092224,56.54077105,Very Poor
8.063069539,13.61319266,-0.29827583,28.955862,26.314758,56.92894669,Very Poor
8.095061334,13.4771564,-0.17250884,297.47336,26.09616,56.43422538,Very Poor
8.063683734,13.62905269,-0.29814136,28.961073,26.310547,57.04860749,Very Poor
8.095482538,13.44525247,-0.17300081,297.5623,26.093292,56.18575563,Very Poor
8.062103854,13.05664758,-0.29801142,28.969086,26.32138,52.67492144,Very Poor
8.094913305,13.38376336,-0.1730088,297.5603,26.097168,55.71739176,Very Poor
8.062904883,13.08710517,-0.29783022,28.96866,26.315887,52.90580728,Very Poor
8.094393478,13.26809298,-0.17304635,297.57983,26.100708,54.83402094,Very Poor
8.093667581,13.13817396,-0.17332089,297.53815,26.105652,53.84115249,Very Poor
8.061142743,12.65829406,-0.2976954,28.978497,26.327972,49.63180424,Very Poor
8.092870164,13.07557364,-0.17358351,297.5765,26.111084,53.36382586,Very Poor
8.061156155,13.27968833,-0.2976632,28.983603,26.32788,54.38749183,Very Poor
8.092113245,13.58524394,-0.17417765,297.56448,26.116241,57.26418462,Very Poor
8.06079127,13.10488509,-0.2974125,28.987228,26.330383,53.05250287,Very Poor
8.092310205,13.75109237,-0.17413032,297.66055,26.114899,58.53290477,Very Poor
8.061196101,13.35959816,-0.29735076,28.988903,26.327606,55.00056184,Very Poor
8.092068335,12.96803798,-0.17460883,297.60867,26.116547,52.53853798,Very Poor
8.059599144,12.86693878,-0.29706788,28.998156,26.338562,51.23806181,Very Poor
8.091728007,13.49640627,-0.17488337,297.6216,26.118866,56.58205259,Very Poor
8.059416833,13.19729524,-0.29702544,29.004309,26.339813,53.76725066,Very Poor
8.0913384,13.72355643,-0.17525423,297.62134,26.121521,58.320006,Very Poor
8.058638554,12.62731392,-0.29676378,29.010471,26.345154,49.40963877,Very Poor
8.091315949,13.03966443,-0.17530727,297.7089,26.121674,53.08594358,Very Poor
8.058136189,13.4476381,-0.2967068,29.010462,26.348602,55.68992873,Very Poor
8.09046524,13.03625242,-0.17559838,297.69003,26.127472,53.06164754,Very Poor
8.058158334,13.66583621,-0.29661572,29.021055,26.34845,57.36021203,Very Poor
8.058465168,13.49506784,-0.29633427,29.026703,26.346344,56.05360135,Very Poor
8.090312957,12.7484975,-0.176023,297.76575,26.12851,50.85777107,Very Poor
8.056713604,12.71229719,-0.29635048,29.027128,26.358368,50.06987345,Very Poor
8.089641531,13.31404149,-0.17654443,297.76907,26.133087,55.18578487,Very Poor
8.057055881,13.5250512,-0.2960806,29.036066,26.356018,56.29001699,Very Poor
8.088612064,13.50671981,-0.17691588,297.81616,26.140106,56.66245911,Very Poor
8.056655783,12.69230779,-0.29589772,29.043852,26.358765,49.91954794,Very Poor
8.088195883,13.16699015,-0.17736208,297.8764,26.142944,54.06174843,Very Poor
8.05482949,12.95010601,-0.29591036,29.046535,26.371307,51.89967295,Very Poor
8.087448671,12.75554252,-0.17771876,297.86142,26.14804,50.91396883,Very Poor
8.055020502,13.50717206,-0.29566443,29.051134,26.369995,56.16349293,Very Poor
8.086925136,13.45907126,-0.17812645,297.88223,26.151611,56.2980108,Very Poor
8.05417644,13.63792066,-0.29555142,29.059921,26.375793,57.16807463,Very Poor
8.08737683,13.23838403,-0.17833209,297.88705,26.14853,54.60618384,Very Poor
8.053492336,13.6558372,-0.29551578,29.065079,26.380493,57.30809655,Very Poor
8.086374837,12.74208777,-0.17888904,297.97906,26.155365,50.80899069,Very Poor
8.053696538,13.51837498,-0.29544854,29.079834,26.37909,56.25563933,Very Poor
8.085887332,13.62375068,-0.1791724,298.0043,26.158691,57.55682745,Very Poor
8.052812844,12.70557498,-0.29533565,29.080687,26.385162,50.03934262,Very Poor
8.086500166,13.58433702,-0.17925811,298.00046,26.15451,57.25230125,Very Poor
8.053261364,13.66211615,-0.29530692,29.089878,26.38208,57.35818466,Very Poor
8.085310338,13.07111967,-0.17913282,298.07455,26.162628,53.33001023,Very Poor
8.051893528,12.71242038,-0.2952826,29.089893,26.39148,50.09566298,Very Poor
8.084295166,13.54343995,-0.17910433,298.12863,26.169556,56.94888734,Very Poor
8.051440777,12.91351139,-0.2950896,29.100468,26.394592,51.63745519,Very Poor
8.085010657,13.01006246,-0.1794908,298.1256,26.164673,52.86200712,Very Poor
8.051112297,13.1031179,-0.2949828,29.10514,26.39685,53.0904009,Very Poor
8.083950867,13.34772762,-0.18001783,298.16614,26.171906,55.44756136,Very Poor
8.05016685,12.88385029,-0.29481304,29.112026,26.40335,51.41699358,Very Poor
8.083642484,12.95455038,-0.1799624,298.171,26.174011,52.44007262,Very Poor
8.049989127,12.62802244,-0.2947625,29.116917,26.404572,49.46010327,Very Poor
8.08245339,13.24544013,-0.18067229,298.23227,26.182129,54.66718529,Very Poor
8.049638647,13.61051642,-0.29434943,29.122395,26.406982,56.98279339,Very Poor
8.082010963,13.0229965,-0.18103921,298.22754,26.18515,52.96460064,Very Poor
8.048409414,13.0492774,-0.294178,29.130703,26.415436,52.69339292,Very Poor
8.082185234,13.70171635,-0.18122292,298.31848,26.18396,58.15720947,Very Poor
8.047908159,13.15572325,-0.29390693,29.136337,26.418884,53.5114707,Very Poor
8.081814294,13.78574904,-0.18118405,298.32822,26.186493,58.80199696,Very Poor
8.047650866,13.41584489,-0.29378223,29.144009,26.420654,55.50388641,Very Poor
8.08138086,13.62918314,-0.18152678,298.36902,26.189453,57.60367254,Very Poor
8.047282685,13.75572306,-0.29358184,29.145979,26.423187,58.10752933,Very Poor
8.081027847,12.93193786,-0.18191278,298.4102,26.191864,52.26694471,Very Poor
8.045632846,13.7064826,-0.29346335,29.155386,26.43454,57.73787065,Very Poor
8.080438135,13.46767685,-0.18176472,298.48987,26.195892,56.37012127,Very Poor
8.046448755,12.76643132,-0.2932285,29.155516,26.428925,50.54162104,Very Poor
8.079991363,13.13536425,-0.18152785,298.4725,26.198944,53.82995444,Very Poor
8.045903395,13.36818782,-0.2931528,29.170254,26.432678,55.14946971,Very Poor
8.079370463,12.86960191,-0.18176329,298.5302,26.203186,51.79726162,Very Poor
8.04421425,13.21699652,-0.29316437,29.175343,26.444305,53.99903433,Very Poor
8.079455353,12.66109867,-0.1815679,298.54666,26.202606,50.20228341,Very Poor
8.044524372,13.79223117,-0.29310322,29.181898,26.44217,58.40043716,Very Poor
8.078624673,13.3810394,-0.18160176,298.5757,26.208282,55.71514886,Very Poor
8.042995317,13.25732537,-0.29306376,29.185719,26.452698,54.31304931,Very Poor
8.078146763,13.24294959,-0.18172336,298.62378,26.211548,54.65958415,Very Poor
8.043278926,13.50680251,-0.29309654,29.19168,26.450745,56.22101199,Very Poor
8.077387711,13.29460095,-0.18151307,298.6679,26.216736,55.05901377,Very Poor
8.041798917,12.64220563,-0.2929772,29.202673,26.460938,49.61071127,Very Poor
8.076999454,13.20941725,-0.18182206,298.66522,26.21939,54.40698311,Very Poor
8.0419319,13.56561131,-0.2927668,29.20669,26.460022,56.6781908,Very Poor
8.07634312,12.84318331,-0.18187201,298.68137,26.223877,51.60650926,Very Poor
8.041174415,13.11921835,-0.29278183,29.212116,26.46524,53.26484342,Very Poor
8.076405575,13.38657686,-0.18177485,298.77835,26.22345,55.76540604,Very Poor
8.040532001,13.65475561,-0.29278266,29.216877,26.469666,57.36588761,Very Poor
8.07538358,13.07024097,-0.1821096,298.82562,26.230438,53.34673031,Very Poor
8.039872117,12.6774017,-0.2926066,29.227774,26.474213,49.8896998,Very Poor
8.0753925,12.70412724,-0.1820972,298.8575,26.230377,50.54487056,Very Poor
8.039123821,12.70362936,-0.29246604,29.235575,26.47937,50.09414398,Very Poor
8.07413418,13.28211768,-0.18213606,298.93152,26.238983,54.97305193,Very Poor
8.038508385,13.48705128,-0.29239213,29.241974,26.483612,56.09255792,Very Poor
8.073763884,12.77106781,-0.18222558,298.88263,26.241516,51.06294584,Very Poor
8.038030253,12.74256499,-0.2922877,29.24767,26.486908,50.39741541,Very Poor
8.07327756,13.40538105,-0.18292987,298.9791,26.244843,55.91554082,Very Poor
8.037609752,13.02072387,-0.29225028,29.26018,26.489807,52.52805127,Very Poor
8.073228594,13.66984532,-0.18327487,299.00098,26.245178,57.93784812,Very Poor
8.036596153,13.2174715,-0.29217052,29.26823,26.496796,54.03822226,Very Poor
8.072514921,13.78087375,-0.18342078,299.05634,26.250061,58.78960591,Very Poor
8.036538729,12.98269995,-0.29209614,29.272038,26.497192,52.24212744,Very Poor
8.072033258,12.88221109,-0.18407035,299.1134,26.253357,51.91051707,Very Poor
8.035281953,13.67258792,-0.29226756,29.281227,26.50586,57.52595099,Very Poor
8.071560558,13.35263012,-0.1839329,299.15216,26.256592,55.51327483,Very Poor
8.035109442,13.40475926,-0.2921685,29.285564,26.50705,55.47745703,Very Poor
8.070900758,13.4786652,-0.18403757,299.15622,26.261108,56.47988653,Very Poor
8.035171487,12.93988438,-0.29213667,29.291254,26.506622,51.91966533,Very Poor
8.070660004,13.30105136,-0.18407345,299.2278,26.262756,55.12136011,Very Poor
8.033667554,12.69280189,-0.29211473,29.302588,26.516998,50.03481322,Very Poor
8.069812937,12.62840817,-0.18416524,299.22787,26.268555,49.97645023,Very Poor
8.033724943,12.98623656,-0.29190207,29.307901,26.516602,52.28139808,Very Poor
8.068832408,13.37494392,-0.18436897,299.28802,26.275269,55.69253362,Very Poor
8.032491245,13.48508561,-0.29182267,29.312246,26.525116,56.10444131,Very Poor
8.068738805,13.49535658,-0.18453538,299.35724,26.27591,56.61353903,Very Poor
8.031726327,13.0178391,-0.29190993,29.320768,26.530396,52.53114292,Very Poor
8.067816463,12.72982289,-0.18456471,299.3624,26.282227,50.75836577,Very Poor
8.030603662,13.27750919,-0.29187346,29.322056,26.538147,54.5230644,Very Poor
8.067526965,13.1954916,-0.18472171,299.44476,26.28421,54.32246468,Very Poor
8.030122004,12.68398317,-0.29192317,29.33391,26.541473,49.98241821,Very Poor
8.067023487,13.48734887,-0.1849165,299.45972,26.287659,56.55702068,Very Poor
8.030616986,13.45412538,-0.29179716,29.34014,26.538055,55.87507439,Very Poor
8.066190658,13.1594322,-0.18508565,299.5298,26.293365,54.04985303,Very Poor
8.029516599,13.25107892,-0.2918377,29.347109,26.545654,54.32529667,Very Poor
8.06652021,12.97996997,-0.18521702,299.6022,26.291107,52.67440605,Very Poor
8.028805158,13.43912769,-0.29162765,29.356876,26.550568,55.76839372,Very Poor
8.066052451,13.73023407,-0.18534589,299.59714,26.294312,58.41738893,Very Poor
8.028288368,12.88546531,-0.2916876,29.360394,26.554138,51.53291113,Very Poor
8.064480661,13.70378607,-0.18547022,299.68054,26.305084,58.22055203,Very Poor
8.027320954,13.47633654,-0.29157412,29.368313,26.560822,56.05933154,Very Poor
8.064654273,12.65538078,-0.18549299,299.71976,26.303894,50.19623123,Very Poor
8.027069292,13.09641414,-0.29164279,29.376154,26.562561,53.15239278,Very Poor
8.064062122,13.26187683,-0.1857183,299.76553,26.307953,54.83892542,Very Poor
8.02550174,13.7987363,-0.29149187,29.384783,26.573395,58.53433606,Very Poor
8.063714949,12.61960458,-0.18585563,299.81848,26.310333,49.92421853,Very Poor
8.02618605,13.77870317,-0.29138446,29.392677,26.568665,58.37888102,Very Poor
8.063114022,12.94117039,-0.1858598,299.92682,26.314453,52.38754368,Very Poor
8.025479752,12.78795083,-0.29135883,29.399446,26.573547,50.79953263,Very Poor
8.062059235,13.42901553,-0.18615139,299.92502,26.321686,56.12367595,Very Poor
8.024230468,12.73798585,-0.29134834,29.404339,26.582184,50.42216114,Very Poor
8.062895987,13.15292243,-0.1868509,299.9382,26.315948,54.00365077,Very Poor
8.023961331,12.75243546,-0.29114997,29.413687,26.584045,50.53487542,Very Poor
8.061979184,13.32870372,-0.18695211,299.96765,26.322235,55.3520116,Very Poor
8.023065526,13.0307522,-0.2912631,29.426243,26.59024,52.66779894,Very Poor
8.060742291,13.02917601,-0.18708944,300.04544,26.330719,53.06388036,Very Poor
8.02244341,13.05243143,-0.2910645,29.431055,26.594543,52.83724398,Very Poor
8.060515476,13.20230355,-0.1870457,300.083,26.332275,54.38997038,Very Poor
8.022218323,13.58415356,-0.29095817,29.44038,26.5961,56.9080086,Very Poor
8.059839323,13.31453116,-0.18728805,300.08932,26.336914,55.25024001,Very Poor
8.021239029,13.42456541,-0.2909726,29.443892,26.602875,55.69047942,Very Poor
8.059794726,13.05586194,-0.18766284,300.1589,26.33722,53.26879774,Very Poor
8.020427565,13.23852796,-0.2907921,29.450464,26.60849,54.27091041,Very Poor
8.0586964,13.07126248,-0.18735492,300.19,26.344757,53.39266704,Very Poor
8.019448651,12.81624276,-0.2908218,29.459476,26.615265,51.0428612,Very Poor
8.058629666,13.20909826,-0.18766081,300.2452,26.345215,54.44615886,Very Poor
8.019382483,13.49298366,-0.29086423,29.469488,26.615723,56.2220358,Very Poor
8.058251723,13.4758389,-0.18735921,300.2972,26.347809,56.49065681,Very Poor
8.018170235,12.66201431,-0.29081988,29.475094,26.624115,49.86762442,Very Poor
8.057184788,13.22974537,-0.1876272,300.35693,26.355133,54.61008613,Very Poor
8.01824953,13.35488551,-0.29076827,29.478825,26.623566,55.17017189,Very Poor
8.056571456,12.8090727,-0.18781352,300.37576,26.359344,51.39208814,Very Poor
8.017645682,13.59669911,-0.29084194,29.487434,26.627747,57.0227876,Very Poor
8.056380235,12.97964751,-0.18753707,300.40802,26.360657,52.69974741,Very Poor
8.015632077,13.70753991,-0.29091382,29.493168,26.641693,57.87866431,Very Poor
8.05595806,12.87937314,-0.18768466,300.48425,26.363556,51.93322618,Very Poor
8.055287088,13.68110227,-0.18774724,300.4679,26.368164,58.07123559,Very Poor
8.014905167,12.95627398,-0.29079688,29.51104,26.646729,52.13269084,Very Poor
8.054731658,13.71235228,-0.18787694,300.48914,26.371979,58.31190309,Very Poor
8.014724611,13.76939795,-0.2903905,29.51919,26.64798,58.35847169,Very Poor
8.054731658,13.65172914,-0.18798697,300.54852,26.371979,57.84736106,Very Poor
8.013923095,13.76216136,-0.29039133,29.524145,26.653534,58.30626573,Very Poor
8.05371444,13.51792117,-0.18793488,300.5683,26.378967,56.8276361,Very Poor
8.013267007,13.58534188,-0.29038262,29.536375,26.658081,56.95570538,Very Poor
8.053812106,12.83421269,-0.18827438,300.6092,26.378296,51.59296692,Very Poor
8.012456945,12.85292762,-0.29039812,29.541248,26.663696,51.3536256,Very Poor
8.052728442,13.089581,-0.18847692,300.63892,26.385742,53.55053145,Very Poor
8.011426936,13.42875325,-0.290285,29.54918,26.670837,55.76514754,Very Poor
8.05209344,12.76290631,-0.18873048,300.6503,26.390106,51.05163153,Very Poor
8.010383892,13.59871325,-0.29010868,29.5575,26.67807,57.07094532,Very Poor
8.05126315,12.87612751,-0.18883514,300.75882,26.395813,51.92085447,Very Poor
8.01022543,12.81480572,-0.290102,29.567287,26.679169,51.07231739,Very Poor
8.050912428,13.32211603,-0.18877184,300.771,26.398224,55.33576279,Very Poor
8.010207983,12.82821224,-0.29001987,29.575764,26.67929,51.17542737,Very Poor
8.050916938,13.05498122,-0.18901467,300.8376,26.398193,53.29004496,Very Poor
8.008857173,12.96122373,-0.29011202,29.582737,26.68866,52.19823896,Very Poor
8.049935899,13.53154466,-0.18877506,300.87994,26.404938,56.94239074,Very Poor
8.008676999,12.63457441,-0.29006422,29.58778,26.68991,49.69934264,Very Poor
8.049288048,13.15616323,-0.18877113,300.94266,26.409393,54.07216561,Very Poor
8.007542207,13.40533966,-0.29008937,29.609814,26.697784,55.60242427,Very Poor
8.04787269,13.0087898,-0.18855464,300.8991,26.419128,52.951084,Very Poor
8.005774714,13.25681719,-0.29010916,29.61694,26.710052,54.47268042,Very Poor
8.04746888,13.37309844,-0.1886841,300.983,26.421906,55.7400692,Very Poor
8.004719699,13.14132247,-0.29017782,29.62538,26.717377,53.59261081,Very Poor
8.046949996,13.71761627,-0.18878543,300.97397,26.425476,58.37820147,Very Poor
8.004838367,12.82466306,-0.2901579,29.633783,26.716553,51.16883265,Very Poor
8.046972233,13.72258828,-0.18905294,300.9944,26.425323,58.41473119,Very Poor
8.004368177,13.23794331,-0.29012406,29.637281,26.719818,54.33373876,Very Poor
8.046111767,12.82434164,-0.18932009,301.08942,26.431244,51.54237805,Very Poor
8.004034249,13.49179443,-0.290254,29.654848,26.722137,56.27710557,Very Poor
8.045983168,13.71097209,-0.18943536,301.11395,26.432129,58.327708,Very Poor
8.002755639,13.12969433,-0.2900554,29.666132,26.731018,53.51206883,Very Poor
8.044998819,13.07016219,-0.1897887,301.17227,26.438904,53.42556381,Very Poor
8.00301044,13.572395,-0.2901082,29.673338,26.729248,56.89879009,Very Poor
8.044387102,13.54337166,-0.18996465,301.227,26.443115,57.04854977,Very Poor
8.001806809,13.17731676,-0.2899722,29.68439,26.73761,53.88073675,Very Poor
8.044032399,13.5337057,-0.18967974,301.16855,26.445557,56.9775094,Very Poor
8.000397167,13.4728645,-0.2899785,29.704063,26.747406,56.14814141,Very Poor
8.043970379,13.68947042,-0.19010246,301.2932,26.445984,58.16756791,Very Poor
7.999997636,13.09821827,-0.28995156,29.702572,26.750183,53.28268064,Very Poor
8.042959885,13.59649409,-0.19013357,301.31042,26.452942,57.45985759,Very Poor
7.999159122,12.85747981,-0.28987598,29.712725,26.756012,51.44402658,Very Poor
8.042047029,13.50700302,-0.190377,301.28372,26.459229,56.77729527,Very Poor
7.998504989,13.53699134,-0.28956115,29.721806,26.76056,56.64865209,Very Poor
8.041010392,13.31425992,-0.19040501,301.32755,26.46637,55.30618413,Very Poor
7.998619182,13.19934278,-0.28949904,29.730587,26.759766,54.06448644,Very Poor
8.041276171,12.99060789,-0.19061017,301.37137,26.464539,52.82710156,Very Poor
7.99735976,13.06470177,-0.2896031,29.739065,26.768524,53.0385106,Very Poor
8.0406738,13.29301268,-0.19056547,301.39136,26.468689,55.14405376,Very Poor
7.996012855,13.2056926,-0.2895323,29.744556,26.777893,54.12324606,Very Poor
8.039411691,12.99272032,-0.19080293,301.47678,26.477386,52.84963423,Very Poor
7.996205903,13.59661718,-0.28938925,29.752426,26.77655,57.1150159,Very Poor
8.039371788,13.30684631,-0.1909374,301.439,26.477661,55.25309766,Very Poor
7.99573645,13.17843535,-0.289407,29.764488,26.779816,53.91641236,Very Poor
8.03907507,13.25885545,-0.19112945,301.49936,26.479706,54.88596928,Very Poor
7.994223486,12.68472701,-0.28927314,29.76964,26.790344,50.144753,Very Poor
8.039150373,13.21677697,-0.19136465,301.55322,26.479187,54.56238127,Very Poor
7.993710416,13.67687969,-0.28921473,29.776888,26.793915,57.74010702,Very Poor
8.037578858,13.56991264,-0.19125926,301.60645,26.49002,57.27175095,Very Poor
7.99284245,12.92243963,-0.28924036,29.792841,26.799957,51.96963769,Very Poor
8.036941439,13.54045843,-0.19131482,301.63852,26.494415,57.04856781,Very Poor
7.992859974,13.22317118,-0.2892722,29.79576,26.799835,54.27091446,Very Poor
8.036255388,12.92983971,-0.1912682,301.64813,26.499146,52.37843758,Very Poor
7.992000786,12.76608728,-0.28920197,29.805965,26.805817,50.7766089,Very Poor
8.0369149,13.14734064,-0.19135058,301.6891,26.494598,54.03992709,Very Poor
7.992018307,13.57183209,-0.28928924,29.814526,26.805695,56.94248609,Very Poor
8.034875039,13.19974649,-0.1911521,301.76382,26.508667,54.45015023,Very Poor
7.990707997,12.79724779,-0.28920758,29.816454,26.81482,51.0201821,Very Poor
8.0348043,12.75900026,-0.19101942,301.77237,26.509155,51.07808381,Very Poor
7.99027442,12.71791927,-0.2891022,29.828367,26.81784,50.41536088,Very Poor
8.034109726,12.69003166,-0.19129574,301.77988,26.513947,50.5515389,Very Poor
7.988561617,13.61546683,-0.28911757,29.834698,26.829773,57.29106172,Very Poor
8.033950591,13.5480362,-0.19142938,301.8415,26.515045,57.11781574,Very Poor
7.98861859,13.22001022,-0.28908372,29.84713,26.829376,54.26456304,Very Poor
8.032893602,13.68275295,-0.19159937,301.91837,26.522339,58.15209496,Very Poor
7.987606955,13.60093231,-0.28904045,29.861317,26.836426,57.18402904,Very Poor
8.032796378,13.29326969,-0.19145846,301.95093,26.52301,55.17249647,Very Poor
7.986635134,13.34881088,-0.2889954,29.864182,26.8432,55.25862602,Very Poor
8.031584946,13.52996496,-0.19170773,301.94168,26.531372,56.98741169,Very Poor
7.986464434,13.22298523,-0.28893757,29.869415,26.84439,54.2966617,Very Poor
8.031752981,12.84870488,-0.19195569,302.01038,26.530212,51.77169146,Very Poor
7.98642929,13.08957496,-0.28874505,29.87888,26.844635,53.2768354,Very Poor
8.031138527,13.40207691,-0.1920222,302.0667,26.534454,56.00876347,Very Poor
7.985238734,13.41419093,-0.28873765,29.88555,26.852936,55.76590517,Very Poor
8.03013967,13.35234416,-0.19222128,302.11847,26.541351,55.63105296,Very Poor
7.984079167,13.70544495,-0.2886269,29.893492,26.861023,58.0000846,Very Poor
8.029450286,12.88724348,-0.19195747,302.11694,26.546112,52.0757579,Very Poor
7.983794732,13.58689327,-0.28853083,29.903818,26.863007,57.09444456,Very Poor
8.029370798,13.57889582,-0.1918453,302.21286,26.546661,57.36993189,Very Poor
7.982521874,13.62418828,-0.28871393,29.913708,26.871887,57.38393542,Very Poor
8.028562245,12.63963084,-0.19206548,302.23218,26.552246,50.18370855,Very Poor
7.982180642,12.6725915,-0.28865945,29.917154,26.874268,50.10295291,Very Poor
8.02823539,13.7028228,-0.19199932,302.24506,26.554504,58.32203313,Very Poor
7.981485357,13.64314578,-0.28854144,29.927372,26.87912,57.53405527,Very Poor
8.027201706,13.74862765,-0.19194007,302.29987,26.561646,58.67699985,Very Poor
7.980379309,13.00611218,-0.28844225,29.93756,26.88684,52.66371842,Very Poor
7.980379309,12.65368463,-0.28844225,29.93756,26.88684,49.96656883,Very Poor
7.980379309,13.65400251,-0.28844225,29.93756,26.88684,57.62206279,Very Poor
7.980379309,13.43827087,-0.28844225,29.93756,26.88684,55.97105533,Very Poor
8.027440205,13.55172797,-0.19227982,302.3268,26.559998,57.16734796,Very Poor
7.9794875,13.2772637,-0.28836966,29.945095,26.893066,54.74278525,Very Poor
8.026720403,13.35237476,-0.19216073,302.38318,26.564972,55.64518004,Very Poor
7.979806475,13.48039683,-0.28835845,29.948486,26.890839,56.29616975,Very Poor
8.025859363,13.36541789,-0.1923008,302.42908,26.570923,55.74766635,Very Poor
7.9786046,13.5927778,-0.28832972,29.960018,26.899231,57.16115116,Very Poor
8.025713677,13.70241547,-0.19209075,302.47467,26.57193,58.32843281,Very Poor
7.977927323,13.02726393,-0.28831422,29.968273,26.903961,52.83600936,Very Poor
8.024124604,13.44664496,-0.19219327,302.45538,26.582916,56.37676207,Very Poor
7.977560232,13.16111516,-0.28817344,29.971947,26.906525,53.86259186,Very Poor
8.023930383,13.47703283,-0.19223559,302.54272,26.584259,56.60986631,Very Poor
7.976332752,13.47050284,-0.28821695,29.981974,26.9151,56.23499239,Very Poor
8.024226129,12.9744318,-0.19244981,302.5736,26.582214,52.76110863,Very Poor
7.975533455,12.87721917,-0.28814554,29.988201,26.920685,51.69811037,Very Poor
8.023467062,13.63802286,-0.19248104,302.6125,26.587463,57.84245651,Very Poor
7.975371896,12.61310438,-0.28817463,30.001244,26.921814,49.67730876,Very Poor
8.022809614,12.94192988,-0.19270122,302.62436,26.59201,52.51664373,Very Poor
7.974057591,12.97489439,-0.2881348,30.008629,26.931,52.45153855,Very Poor
8.021609619,13.14725871,-0.19282103,302.67038,26.600311,54.0921579,Very Poor
7.973533748,12.68966506,-0.28799975,30.0194,26.934662,50.27146302,Very Poor
8.020723086,13.64544966,-0.19271946,302.7519,26.606445,57.90890588,Very Poor
7.973228224,13.61035059,-0.287984,30.030142,26.936798,57.31882232,Very Poor
